Nid,Node UUID,Title,Authorized Name,Author Name Latin,Author Name English,Author Name Native Language,Also known as,Other Alternative Name Form(s),Author Birth Date,Author Death Date,Floruit/Active,Modern Geographic Identity,Ancient Geographic Identity,Time Period,Source,LoC Source,LofC URI,LoC ID,VIAF Source,VIAF ID,PHI Author Name,PHI Number,PHI or Stoa Number,DigilibLT Number,Perseus Name,Stoa Number,Perseus URN,CTS URN,Author Name Abbreviations,Path,Post date,BNE Name,BNE URL,BNF Name,BNF URL,DNB Name,DNB URL,ICCU Name,ICCU URL,ISNI Name,ISNI URL,Wikidata URL,Wikipedia,WorldCat Identity,DLL Identifier,DLL Number
91564,41c5ecd6-295c-4013-9662-ff109d4b1cd7,"91564 : Marchesi, Concetto, 1878-1957","Marchesi, Concetto, 1878-1957",,,,,,1878,1957,19th Century A.D. - 20th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n79049616,https://id.loc.gov/authorities/names/n79049616,n79049616,http://viaf.org/viaf/32004713,32004713,,,,,,,,,,/alli/node/91564,8/25/2018 13:57,,,Marchesi Concetto 1878-1957,http://catalogue.bnf.fr/ark:/12148/cb11939499n,"Marchesi, Concetto 1878-1957",http://d-nb.info/gnd/119241846,"Marchesi , Concetto",http://id.sbn.it/af/IT\ICCU\CFIV\071806,Concetto Marchesi Italian politician,http://isni.org/isni/0000000121266447,https://www.wikidata.org/entity/Q3686190#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Concetto_Marchesi,https://www.worldcat.org/identities/lccn-n79049616,A5968,5968
91563,8f480141-296a-4fe9-ac72-de1ea05a12b3,"91563 : Schuch, Christian Theophil, ca. auch: 1803-1856","Schuch, Christian Theophil, ca. auch: 1803-1856",Christianus Theophilus Schuch,,,,,1803?,1856,19th Century A.D.,,,Neo-Latin,,,,,http://viaf.org/viaf/59853483,59853483,,,,,,,,,,/alli/node/91563,8/25/2018 13:57,,,,,"Schuch, Christian Theophil ca. auch: 1803-1856",http://d-nb.info/gnd/117117137,,,"Schuch, Christian Theophil",http://isni.org/isni/0000000010356386,https://www.wikidata.org/entity/Q21544045#sitelinks-wikipedia,,,A5967,5967
91562,f75c7e91-0b72-420f-aecd-c72285908658,"91562 : Linden, Henricus Antonides van der, 1546-1614","Linden, Henricus Antonides van der, 1546-1614",Henricus Antonides van der Linden,,,,,1546,1614,16th Century A.D. - 17th Century A.D.,,,Neo-Latin,,,,,http://viaf.org/viaf/59956795,59956795,,,,,,,,,,/alli/node/91562,8/25/2018 13:57,,,,,"Linden, Henricus Antonides van der 1546-1614",http://d-nb.info/gnd/122072588,,,"Linden, Henricus Antonides van der 1546-1614",http://isni.org/isni/0000000012446174,https://www.wikidata.org/entity/Q2333270#sitelinks-wikipedia,,,A5966,5966
91561,69e54ef4-32e5-4b91-9c2d-951e3b976289,"91561 : Reinesius, Thomas, 1587-1667","Reinesius, Thomas, 1587-1667",Thomas Reinesius,,,,,1587,1667,16th Century A.D. - 17th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n85368545,https://id.loc.gov/authorities/names/n85368545,n85368545,http://viaf.org/viaf/61534699,61534699,,,,,,,,,,/alli/node/91561,8/25/2018 13:57,,,Reinesius Thomas 1587-1667,http://catalogue.bnf.fr/ark:/12148/cb104503012,"Reinesius, Thomas 1587-1667",http://d-nb.info/gnd/11641927X,,,Thomas Reinesius,http://isni.org/isni/0000000122807081,https://www.wikidata.org/entity/Q3525509#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n85368545,A5965,5965
91560,494bc440-9d58-416f-b484-b15ed5fe5adc,"91560 : Lister, Martin, 1638?-1712","Lister, Martin, 1638?-1712",Martinus Lister,,,,,1638?,1712,17th Century A.D. - 18th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n82058736,https://id.loc.gov/authorities/names/n82058736,n82058736,http://viaf.org/viaf/100199531,100199531,,,,,,,,,,/alli/node/91560,8/25/2018 13:57,,,Lister Martin 1638?-1712,http://catalogue.bnf.fr/ark:/12148/cb12459968f,"Lister, Martin 1638-1712",http://d-nb.info/gnd/117676179,,,"Lister, Martin liječnik",http://isni.org/isni/0000000122834354,https://www.wikidata.org/entity/Q513593#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Martin_Lister,https://www.worldcat.org/identities/lccn-n82058736,A5964,5964
91548,a1b3a493-9d49-4342-9abb-5ca432ffa6f0,"91548 : Schenkl, Heinrich, 1859-1919","Schenkl, Heinrich, 1859-1919",Henricus Schenkl,,,,,1859,1919,19th Century A.D. - 20th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n90640651,https://id.loc.gov/authorities/names/n90640651,n90640651,http://viaf.org/viaf/29611725,29611725,,,,,,,,,,/alli/node/91548,8/25/2018 13:57,,,Schenkl Heinrich 1859-1919,http://catalogue.bnf.fr/ark:/12148/cb12367132s,"Schenkl, Heinrich 1859-1919",http://d-nb.info/gnd/117229857,,,"Schenkl, Heinrich",http://isni.org/isni/0000000108835166,https://www.wikidata.org/entity/Q1546297#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Heinrich_Schenkl,https://www.worldcat.org/identities/lccn-n90640651,A5952,5952
91535,23ba58a8-0fc1-4e95-aabf-b6528731d90b,"91535 : Bosscha, Johannes, 1797-1874","Bosscha, Johannes, 1797-1874",Johannes Bosscha,,,,,1797,1874,19th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/nr2003000121,https://id.loc.gov/authorities/names/nr2003000121,nr2003000121,http://viaf.org/viaf/170575703,170575703,,,,,,,,,,/alli/node/91535,8/25/2018 13:57,,,,,"Bosscha, Johannes 1797-1874",http://d-nb.info/gnd/1069881961,,,"Bosscha, J. 1797-1874",http://isni.org/isni/0000000119648980,https://www.wikidata.org/entity/Q3393845#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-nr2003000121,A5939,5939
91536,2a84ae9a-7bc9-4591-8a8e-034f5b1ed519,"91536 : Gruterus, Janus, 1560-1627","Gruterus, Janus, 1560-1627",Janus Gruterus,,,,,1560,1627,16th Century A.D. - 17th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n85112413,https://id.loc.gov/authorities/names/n85112413,n85112413,http://viaf.org/viaf/61599137,61599137,,,,,,,,,,/alli/node/91536,8/25/2018 13:57,"Gruterus, Janus 1560-1627",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX824330,Gruter Janus 1560-1627,http://catalogue.bnf.fr/ark:/12148/cb12235136w,"Gruterus, Janus 1560-1627",http://d-nb.info/gnd/115672060,,,"Gruter, Janus 1560-1627",http://isni.org/isni/0000000109072252,https://www.wikidata.org/entity/Q64263#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Jan_Gruter,https://www.worldcat.org/identities/lccn-n85112413,A5940,5940
91537,67f3beec-c4ea-4cb6-a9e8-68e3fc7850dd,"91537 : Colvius, Petrus, 1567-1594","Colvius, Petrus, 1567-1594",Petrus Colvius,,,,,1567,1594,16th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/nr2001002696,https://id.loc.gov/authorities/names/nr2001002696,nr2001002696,http://viaf.org/viaf/35213494,35213494,,,,,,,,,,/alli/node/91537,8/25/2018 13:57,,,Colvius Pieter 1567-1594,http://catalogue.bnf.fr/ark:/12148/cb16975328d,"Colvius, Petrus 1567-1594",http://d-nb.info/gnd/116645598,,,"Colvius, Petrus 1567-1594",http://isni.org/isni/0000000066327074,,,https://www.worldcat.org/identities/lccn-nr2001002696,A5941,5941
91538,5a3db8e3-a4ff-4a20-af17-c800354afa66,"91538 : Wowern, Johann van der, 1574-1612","Wowern, Johann van der, 1574-1612",Johann van der Wowern,,,,,1574,1612,16th Century A.D. - 17th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/nr95000842,https://id.loc.gov/authorities/names/nr95000842,nr95000842,http://viaf.org/viaf/27204484,27204484,,,,,,,,,,/alli/node/91538,8/25/2018 13:57,,,Wowern Johann Van Der 1574-1612,http://catalogue.bnf.fr/ark:/12148/cb13166860h,"Wowern, Johann von 1574-1612",http://d-nb.info/gnd/100709966,,,"Wowern, Johann von 1574-1612",http://isni.org/isni/0000000079723877,https://www.wikidata.org/entity/Q21546768#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-nr95000842,A5942,5942
91539,a684b407-dd1a-4c09-bdfc-e67f5937afff,"91539 : Stewechius, Godescalcus, 1551-1586","Stewechius, Godescalcus, 1551-1586",Godescalcus Stewechius,,,,,1551,1586,16th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/nb2010018769,https://id.loc.gov/authorities/names/nb2010018769,nb2010018769,http://viaf.org/viaf/22464501,22464501,,,,,,,,,,/alli/node/91539,8/25/2018 13:57,,,Stewechius Godescalcus 1551?-1588,http://catalogue.bnf.fr/ark:/12148/cb15619386n,"Stewechius, Godescalcus 1551-1586",http://d-nb.info/gnd/100411924,,,"Steewech, Godescalc ca 1557-ca 1588",http://isni.org/isni/0000000083639897,https://www.wikidata.org/entity/Q21545363#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-nb2010018769,A5943,5943
91540,81584513-e5b8-4aac-93d0-0cb2a9fc3c89,"91540 : Elmenhorst, Geverhart, 1580-1621","Elmenhorst, Geverhart, 1580-1621",Geverhart Elmenhorst,,,,,1580,1621,16th Century A.D. - 17th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/no91013961,https://id.loc.gov/authorities/names/no91013961,no91013961,http://viaf.org/viaf/47696396,47696396,,,,,,,,,,/alli/node/91540,8/25/2018 13:57,,,,,"Elmenhorst, Geverhard 1580-1621",http://d-nb.info/gnd/124522688,,,"Elmenhorst, Geverhart 1580-1621",http://isni.org/isni/0000000108971918,https://www.wikidata.org/entity/Q1520249#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-no91013961,A5944,5944
91541,dc417e7d-ecdf-458a-a0d1-cead3ee9b2e6,"91541 : Jahn, Otto, 1813-1869","Jahn, Otto, 1813-1869",Otto Iahn,,,,,1813,1869,19th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n83062941,https://id.loc.gov/authorities/names/n83062941,n83062941,http://viaf.org/viaf/46875138,46875138,,,,,,,,,,/alli/node/91541,8/25/2018 13:57,,,Jahn Otto 1813-1869,http://catalogue.bnf.fr/ark:/12148/cb125524556,"Jahn, Otto 1813-1869",http://d-nb.info/gnd/118556657,,,"Jahn, Otto von 1813-1869",http://isni.org/isni/0000000121311754,https://www.wikidata.org/entity/Q66001#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Otto_Jahn,https://www.worldcat.org/identities/lccn-n83062941,A5945,5945
91542,b6ed4ed7-179b-459b-a2ae-e9a019011f71,"91542 : Fleury, Julien, 1647-1725","Fleury, Julien, 1647-1725",Julianus Floridus,,,,,1647,1725,17th Century A.D. - 18th Century A.D.,,,Neo-Latin,,,,,http://viaf.org/viaf/54500838,54500838,,,,,,,,,,/alli/node/91542,8/25/2018 13:57,,,Fleury Julien 1647-1725,http://catalogue.bnf.fr/ark:/12148/cb13326912f,"Fleury, Julien 1650-1725",http://d-nb.info/gnd/1055351213,,,"Fleury, Julien 1650-1725",http://isni.org/isni/0000000071397923,,,,A5946,5946
91543,00647a59-0cf1-4fbc-a832-36496f78ec7a,"91543 : Orelli, Johann Kaspar von, 1787-1849","Orelli, Johann Kaspar von, 1787-1849",Johnannes Caspar Orellius,,,,,1787,1849,18th Century A.D. - 19th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/nr97032863,https://id.loc.gov/authorities/names/nr97032863,nr97032863,http://viaf.org/viaf/62344858,62344858,,,,,,,,,,/alli/node/91543,8/25/2018 13:57,,,,,"Orelli, Johann Kaspar von 1787-1849",http://d-nb.info/gnd/118787179,"Orelli , Johann Kaspar : von",http://id.sbn.it/af/IT\ICCU\MILV\085883,"Orelli, Johann Kaspar von 1787-1849",http://isni.org/isni/0000000109081458,https://www.wikidata.org/entity/Q119310#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Johann_Caspar_von_Orelli,https://www.worldcat.org/identities/lccn-nr97032863,A5947,5947
91544,d183f7bd-5eaa-4c1d-bb98-8e1a0e5e017a,"91544 : Cousin, Victor, 1792-1867","Cousin, Victor, 1792-1867",Victor Cousin,,,,,1792,1867,19th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n50058687,https://id.loc.gov/authorities/names/n50058687,n50058687,http://viaf.org/viaf/61544271,61544271,,,,,,,,,,/alli/node/91544,8/25/2018 13:57,,,Cousin Victor 1792-1867,http://catalogue.bnf.fr/ark:/12148/cb11898022s,"Cousin, Victor 1792-1867",http://d-nb.info/gnd/118522477,"Cousin , Victor &lt;1792-1867&gt;",http://id.sbn.it/af/IT\ICCU\RAVV\081646,Victor Cousin philosophe et homme politique français,http://isni.org/isni/0000000121355482,https://www.wikidata.org/entity/Q434346#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Victor_Cousin,https://www.worldcat.org/identities/lccn-n50058687,A5948,5948
91545,361d94d5-7f09-46b2-bb8c-c4a8125d689a,"91545 : Jourdain, Charles, 1817-1886","Jourdain, Charles, 1817-1886",Carolus Jourdain,,,,,1817,1886,19th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/no99006046,https://id.loc.gov/authorities/names/no99006046,no99006046,http://viaf.org/viaf/24634345,24634345,,,,,,,,,,/alli/node/91545,8/25/2018 13:57,,,Jourdain Charles 1817-1886,http://catalogue.bnf.fr/ark:/12148/cb12123005g,"Jourdain, Charles 1817-1886",http://d-nb.info/gnd/117658847,,,"Jourdain, Charles Marie Gabriel Bréchillet",http://isni.org/isni/0000000108794798,https://www.wikidata.org/entity/Q4181876#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-no99006046,A5949,5949
91546,8a97458b-44dd-4532-bcb0-db72bd37946d,"91546 : Despois, Eugène, 1818-1876","Despois, Eugène, 1818-1876",,,,,,1818,1876,19th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/no89021110,https://id.loc.gov/authorities/names/no89021110,no89021110,http://viaf.org/viaf/39466134,39466134,,,,,,,,,,/alli/node/91546,8/25/2018 13:57,,,Despois Eugène 1818-1876,http://catalogue.bnf.fr/ark:/12148/cb12413678n,"Despois, Eugène 1818-1876",http://d-nb.info/gnd/101453221,,,"Despois, Eugène",http://isni.org/isni/0000000081183662,https://www.wikidata.org/entity/Q329305#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Eugène_Despois,https://www.worldcat.org/identities/lccn-no89021110,A5950,5950
91547,34f99933-3433-4080-b30d-3ce267fba21f,"91547 : Gilbert, Otto, 1839-1911","Gilbert, Otto, 1839-1911",,,,,,1839,1911,19th Century A.D. - 20th Century A.D.,,,Neo-Latin,,,,,http://viaf.org/viaf/14842004,14842004,,,,,,,,,,/alli/node/91547,8/25/2018 13:57,,,Gilbert Otto,http://catalogue.bnf.fr/ark:/12148/cb123283991,"Gilbert, Otto 1839-1911",http://d-nb.info/gnd/116623357,,,"Gilbert, Otto",http://isni.org/isni/0000000072434079,https://www.wikidata.org/entity/Q1727566#sitelinks-wikipedia,,,A5951,5951
91533,a30c0024-ab87-44f4-a9a0-7951e2c1483f,"91533 : Oudendorp, Frans van, 1696-1761","Oudendorp, Frans van, 1696-1761",Franciscus van Oudendorp,,,,,1696 A.D.,1761 A.D.,18th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/n94091268,http://id.loc.gov/authorities/names/n94091268.html,n94091268.html,http://viaf.org/viaf/37257920,37257920,,,,,,,,,,/alli/node/91533,8/17/2018 22:43,,,"Van Oudendorp, Frans (1696-1761)",https://catalogue.bnf.fr/ark:/12148/cb16233009s,"Oudendorp, Frans van",http://d-nb.info/gnd/100249965,,,Franciscus Oudendorp (Dutch classical scholar),http://www.isni.org/isni/0000000118158584,https://www.wikidata.org/wiki/Q6031276#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n94091268/,A5938,5938
91516,ac916f66-498b-49cb-b424-51bb5a1ccbee,"91516 : Heinsius, Nicolaas, 1620-1681","Heinsius, Nicolaas, 1620-1681",Nicolaus Heinsius,Nicolaas Heinsius the Elder,Nicolaas Heinsius,,,1620 A.D.,1681 A.D.,17th Century A.D.,"Leiden, Netherlands",,Neo-Latin,,https://lccn.loc.gov/n85125671,http://id.loc.gov/authorities/names/n85125671,n85125671,http://viaf.org/viaf/95302161,95302161,,,,,,,,,,/alli/node/91516,8/15/2018 18:46,,,"Heinsius, Nicolas (1620-1681)",https://catalogue.bnf.fr/ark:/12148/cb12211911c,"Heinsius, Nicolaas",http://d-nb.info/gnd/10415926X,,,"Heinsius, Nicolas",http://www.isni.org/isni/0000000108035759,https://www.wikidata.org/wiki/Q510116#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Nicolaas_Heinsius_the_Elder,https://www.worldcat.org/identities/lccn-n85125671/,A5937,5937
91514,e89a1f81-e6ff-46a9-9558-5fc1b7edc619,"91514 : Puteanus, Erycius, 1574-1646","Puteanus, Erycius, 1574-1646",Erycius Puteanus,,Eerrijk de Put,,"Born, Honorius van den (1574-1646)",1574 A.D.,1646 A.D.,16th Century A.D. - 17th Century A.D.,"Leuven, Belgium",,Neo-Latin,,https://lccn.loc.gov/nr93008405,http://id.loc.gov/authorities/names/nr93008405,nr93008405,http://viaf.org/viaf/120697592,120697592,,,,,,,,,,/alli/node/91514,8/15/2018 18:24,"Peteamis, Erycius (1574-1646)",http://datos.bne.es/resource/XX1142069,"Puteanus, Erycius (1574-1646)",https://catalogue.bnf.fr/ark:/12148/cb12234743k,"Puteanus, Erycius",http://d-nb.info/gnd/116313919,,,"Puteanus, Erycius, 1574-1646",http://www.isni.org/isni/0000000120333214,https://www.wikidata.org/wiki/Q2791618#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Erycius_Puteanus,https://www.worldcat.org/identities/lccn-nr93008405/,A5936,5936
91407,be3e8a18-d80e-4ea5-ac4e-e3f9eda88915,"91407 : Manuzio, Aldo, 1449 or 1450-1515","Manuzio, Aldo, 1449 or 1450-1515",Aldus Manutius,,Aldo Manuzio,,Aldus Manutius the Elder,1449 or 1450 A.D.,1515 A.D.,15th Century A.D. - 16th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/n79117173,http://id.loc.gov/authorities/names/n79117173,n79117173,https://viaf.org/viaf/96325760,96325760,,,,,,,,,,/alli/node/91407,8/12/2018 22:42,"Manuccio, Aldo (ca. 1450-1515)",http://datos.bne.es/resource/XX1021011,"Manuzio, Aldo (1450?-1515)",https://catalogue.bnf.fr/ark:/12148/cb131639304,"Manuzio, Aldo Pio",http://d-nb.info/gnd/118577387,"Manuzio, Aldo ",http://opac.sbn.it/opacsbn/opac/iccu/scheda_authority.jsp?bid=IT%5CICCU%5CBVEV%5C021775,"Manuzio, Aldo, 1449 or 50-1515",http://www.isni.org/isni/0000000121444450,https://www.wikidata.org/wiki/Q213220#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Aldus_Manutius,https://www.worldcat.org/identities/lccn-n79117173/,A5474,5474
91404,93c23e2e-690c-4e9f-a45b-b1685500e840,"91404 : Fausto, Vittore -1560","Fausto, Vittore -1560",Victor Faustus,,Vittore Fausto,,,after 1480 A.D.,1560,15th Century A.D. - 16th Century A.D.,,,Neo-Latin,http://www.treccani.it/enciclopedia/vittore-fausto_(Dizionario-Biografico)/,,,,http://viaf.org/viaf/2811080,2811080,,,,,,,,,,/alli/node/91404,8/12/2018 21:15,,,,,"Fausto, Vittore",http://d-nb.info/gnd/100280366,,,"Fausto, Vittore",http://www.isni.org/isni/0000000010775580,,,,A5482,5482
91386,2f672fbc-920e-491a-b6b2-c1171d09a210,"91386 : Albertus, Magnus, Saint, 1193?-1280","Albertus, Magnus, Saint, 1193?-1280",Albertus Magnus,Albertus Magnus,,,,1193?,1280,13th Century A.D.,,,Medieval,,https://lccn.loc.gov/c.gov/authorities/names/n81007973,https://id.loc.gov/authorities/names/n81007973,n81007973,http://viaf.org/viaf/88125532,88125532,,,,,,,,,,/alli/node/91386,8/12/2018 20:06,"Alberto Magno, Santo 1206-1280",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX873831,,,"Groß, Albrecht",http://d-nb.info/gnd/119692619,,,,,https://www.wikidata.org/entity/Q60059#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Albertus_Magnus,https://www.worldcat.org/identities/lccn-n81007973,A5478,5478
91387,5c25b2fa-f78c-4864-ad3e-ebd27707a1a1,"91387 : Scot, Michael, approximately 1175-approximately 1234","Scot, Michael, approximately 1175-approximately 1234",Michael Scotus,Michael Scot,,,,1175?,1234?,12th Century A.D. 13th Century A.D.,,,Medieval,,https://lccn.loc.gov/c.gov/authorities/names/n83318295,https://id.loc.gov/authorities/names/n83318295,n83318295,http://viaf.org/viaf/89415245,89415245,,,,,,,,,,/alli/node/91387,8/12/2018 20:06,,,Michel Scot 11..-1235?,http://catalogue.bnf.fr/ark:/12148/cb12537336f,Michael Scotus 1175-1235,http://d-nb.info/gnd/1090033184,,,Michael Scot Scottish scientist,http://isni.org/isni/0000000110308162,https://www.wikidata.org/entity/Q559548#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Michael_Scot,https://www.worldcat.org/identities/lccn-n83318295,A5480,5480
91385,70f10990-2523-4a3c-9bb0-3055d2988b85,"91385 : Arnaldus, de Villanova, -1311","Arnaldus, de Villanova, -1311",Arnaldus de Villanova;Arnaldus Villanovanus,Arnaldus de Villa Nova,Arnau de Vilanova,,Arnaud de Ville-Neuve;Arnaldo de Villanueva,1240 A.D.,1311 A.D.,13th Century - 14th Century,"Valencia, Spain",,Medieval,https://en.wikipedia.org/wiki/Arnaldus_de_Villa_Nova,https://lccn.loc.gov/n50001534,http://id.loc.gov/authorities/names/n50001534,n50001534,https://viaf.org/viaf/100189814,100189814,,,,,,,,,,/alli/node/91385,8/12/2018 19:39,Arnau de Vilanova,http://datos.bne.es/resource/XX878166,Arnaud de Villeneuve (1240?-1311),https://catalogue.bnf.fr/ark:/12148/cb120195246,"Arnoldus, de Villa Nova",http://d-nb.info/gnd/118645854,Arnaldo : de Vilanova,http://opac.sbn.it/opacsbn/opac/iccu/scheda_authority.jsp?bid=IT%5CICCU%5CCFIV%5C086637,Arnaldus,http://www.isni.org/isni/0000000122834311,https://www.wikidata.org/wiki/Q356568#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Arnaldus_de_Villa_Nova,https://www.worldcat.org/identities/lccn-n50001534/,A5476,5476
91333,afe53b46-932d-4046-80de-8c130f54a84b,"91333 : Aquilius Niger, Quintus","Aquilius Niger, Quintus",Quintus Aquilius Niger,,,,,,,2nd Century A.D.,,,Classical,,,,,,,,,,,,stoa0030c,,urn:cts:latinLit:stoa0030c,,/alli/node/91333,8/1/2018 20:47,,,,,,,,,,,https://www.wikidata.org/wiki/Q657809,,,A2868,2868
91324,558a8a31-d6dc-4de7-9444-8dd85a8fe2bc,91324 : Marianus,Marianus,Marianus,,,,,,,2nd century A.D.?,,,Classical,,,,,,,Marianus,phi1291,,,,,,urn:cts:latinLit:phi1291,Marian.,/alli/author/3203,7/31/2018 18:51,,,,,,,,,,,,,,A2869,2869
