,Index,DLL Author,DLL Editors,Same or Different?,DLL Works Rachel,DLL Works SJH,Title,Place,Publisher,Date,Archive,Library Catalog,,,,,,
578,https://catalog.hathitrust.org/Record/001769478,"49624 : Donatus, Tiberius Claudius","91809 : Georges, Heinrich, 1852-1921",,,Interpretationes Virgilianae (81927),Tiberi Claudi Donati ad Tiberium Claudium Maximum Donatianum filium suum interpretationes Vergilianae,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/001769478,1905,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
470,https://catalog.hathitrust.org/Record/100151343,"71496 : Ulpianus, Domitius","89603 : Huschke, Ph. Eduard (Philipp Eduard), 1801-1886",,,Iurisprudentia (90881),"Fragmenta, sive ex Ulpiani libro singulari regularum excerpta. Accedunt eiusdem Institutionum reliquiae ex codice Vindobonensi.",Lipsiae,B.G. Teubner,1886,https://catalog.hathitrust.org/Record/100151343,1886,643 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana. [S.R.],Hathi Trust,Cornell University
506,https://catalog.hathitrust.org/Record/100192611,"71496 : Ulpianus, Domitius","89603 : Huschke, Ph. Eduard (Philipp Eduard), 1801-1886",,,Iurisprudentia (90881),"Domitii Ulpiani quae vulgo vocantur Fragmenta: sive, ex Ulpiani libro singulari Regularum excerpta. Accedunt eiusdem Institutionum reliquae ex Codice Vindobenensi. Separatim ex 'Iurisprudentiae anteiustinianae reliquiarum' editione quinta",Lipsiae,in aedibus B. G. Teubneri,1886,https://catalog.hathitrust.org/Record/100192611,1886,643 p.,,,,Hathi Trust,University of Illinois at Urbana-Champaign
507,https://catalog.hathitrust.org/Record/100370417,"71496 : Ulpianus, Domitius","89603 : Huschke, Ph. Eduard (Philipp Eduard), 1801-1886",,,Iurisprudentia (90881),"Domitii Ulpiani quae vulgo vocantur Fragmenta, sive ex Ulpiani libro singulari Regularum excerpta. Accedunt eiusdem Institutionum reliquae ex Codice Vindobenensi. Separatim ex 'Iurisprudentiae anteiustinianae reliquiarum.",Lipsiae,in aedibus B. G. Teubneri,1886,https://catalog.hathitrust.org/Record/100370417,1886,,,,,HathiTrust,Harvard University
455,https://catalog.hathitrust.org/Record/008374552,"44934 : Justinian I, Emperor of the East;87395 : Gaius ;71496 : Ulpianus, Domitius;71537 : Paulus, Julius ","91812 : Gneist, Rudolph, 1816-1895",,,Lex duodecim tabularum (90683);Institutiones (80803);Institutiones (87538);Iurisprudentia (90881);Fragmenta (91241) ,"Institutionum et regularum iuris Romani syntagma, exhibens Gai et Iustiniani institutionum synopsin, Ulpiani librum singularem regularum, Pauli sententiarum libros quinque, tabulas systema institutionum iuris Romani illustrantes praemissis duodecim tabularum fragmentis",Lipsiae,in aedibus B. G. Teubneri,1880,https://catalog.hathitrust.org/Record/008374552,1880,390 p.,,,,Hathi Trust,University of Minnesota
454,https://catalog.hathitrust.org/Record/001624863,"87395 : Gaius;71537 : Paulus, Julius;71496 : Ulpianus, Domitius","91812 : Gneist, Rudolph, 1816-1895 ",,,Lex duodecim tabularum (90683);Institutiones (80803);Institutiones (87538);Iurisprudentia (90881);Fragmenta (91241) ,"Institutionum et regularum iuris romani syntagma, exhibens Gai et Iustiniani Institutionum synopsin, Ulpiani librum singularem regularum, Pauli Sententiarum libros quinque, tabulas systema institutionum iuris romani illustrantes, praemissis Duodecim tabularum fragmentis, edidit et brevi annotatione instruxit Rudolphus Gneist ... Editio altera aucta emendata.",Lipsiae,in aedibus B. G. Teubneri,1880,https://catalog.hathitrust.org/Record/001624863,1880,390 p.,,,,Hathi Trust,Harvard University
202,https://catalog.hathitrust.org/Record/006792476,"89759 : Paulus, Aegineta","84090 : Heiberg, J. L. (Johan Ludvig), 1854-1928",,,Liber de curatione egritudinum partium totius corporis (91907),Pauli Aeginetae libri tertii interpretatio latina antiqua; adiuuante Instituto Puschmanniano lipsiensi,Lipsiae,in aedibus B. G. Teubneri,1912,https://catalog.hathitrust.org/Record/006792476,1912,242 p.,,,,Hathi Trust,University of Illinois at Urbana-Champaign
618,https://catalog.hathitrust.org/Record/007964578,"45112 : Ovid, 43 B.C.-17 A.D. or 18 A.D.","91882 : Siebelis, Johannes, 1817-1867;91865 : Polle, Friedrich, 1830-1902",,,Metamorphoses (81141),P. Ovidii Nasonis Metamorphoseon delectus Siebelisianus,Lipsiae,in aedibus B. G. Teubneri,1918,https://catalog.hathitrust.org/Record/007964578,1918,260 p.,,,,Hathi Trust,University of Wisconsin - Madison
585,https://catalog.hathitrust.org/Record/009624033,"45336 : Plautus, Titus Maccius","91713 : Ribbeck, Otto, 1827-1898",,,Miles Gloriosus (81249),T. Macci Plauti Miles gloriosus,Lipsiae,in aedibus B. G. Teubneri,1881,https://catalog.hathitrust.org/Record/009624033,1881,106 p.,,,,Hathi Trust,Harvard University
408,https://catalog.hathitrust.org/Record/001809547,"45338 : Pliny, the Elder","84121 : Mayhoff, Karl, 1841-1914;84101 : Jan, Ludwig von 1807-1869",,,Naturalis Historia (81263),C. Plini Secundi Naturalis historiae libri XXXVII,Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/001809547,1875,,6 v.,,,HathiTrust,University of Michigan
409,https://catalog.hathitrust.org/Record/011536533,"45338 : Pliny, the Elder","84101 : Jan, Ludwig von 1807-1869",,,Naturalis Historia (81263),C. Plini Secundi Naturalis historiae libri XXXVII,Lipsiae,sumptibus et typis B. G. Teubneri,1854,https://catalog.hathitrust.org/Record/011536533,1854,,6 v.,,Naturalis historia,HathiTrust,University of Chicago
410,https://catalog.hathitrust.org/Record/001809545,"45338 : Pliny, the Elder","84101 : Jan, Ludwig von 1807-1869",,,Naturalis Historia (81263),C. Plini Secundi Naturalis historiae libri XXXVII,Leipzig,in aedibus B. G. Teubneri,1865,https://catalog.hathitrust.org/Record/001809545,1865,,6 v.,,,HathiTrust,University of Michigan
411,https://catalog.hathitrust.org/Record/100563314,"45338 : Pliny, the Elder","84121 : Mayhoff, Karl, 1841-1914",,,Naturalis Historia (81263),C. Plini Secundi Naturalis historiae libri XXXVII: post Ludovici Iani obitum recognovit et scripturae discrepantia adiecta,Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/100563314,1892,,6 v.,,,HathiTrust,Harvard University
416,https://catalog.hathitrust.org/Record/003594953,"45338 : Pliny, the Elder","84121 : Mayhoff, Karl, 1841-1914;84101 : Jan, Ludwig von 1807-1869",,,Naturalis Historia (81263),C. Plini Secundi naturalis historiae libri XXXVII,Lipsiae,in aedibus B. G. Teubneri,1870,https://catalog.hathitrust.org/Record/003594953,1870,,6 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Michigan
645,https://catalog.hathitrust.org/Record/006792475,"45338 : Pliny, the Elder","84121 : Mayhoff, Karl, 1841-1914",,,Naturalis Historia (81263),"Naturalis historiae libri XXXVII, post Ludovici Iani obitum, recognovit et scripturae discrepantia adiecta edidit Carolus Mayhoff",Lipsiae,in aedibus B. G. Teubneri,1870,https://catalog.hathitrust.org/Record/006792475,1870,,6 v.,,,Hathi Trust,Cornell University
646,https://catalog.hathitrust.org/Record/100340622,"45338 : Pliny, the Elder","84101 : Jan, Ludwig von 1807-1869;84121 : Mayhoff, Karl, 1841-1914",,,Naturalis Historia (81263),Naturalis historiae libri XXXVI.,Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/100340622,1875,,6 v.,,,Hathi Trust,Harvard University
638,https://catalog.hathitrust.org/Record/008903430,"45094 : Odo, Saint, Abbot of Cluny","91884 : Swoboda, Antonius, 1865-1928",,,Occupatio (91905),Occupatio,Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/008903430,1900,173 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Princeton University
636,https://catalog.hathitrust.org/Record/100320549,"45265 : Virgilius Maro, Grammaticus, active 7th century","91827 : Huemer, Johann, 1849-1915",,,Opera (83682),Vergilii Maronis Grammatici: Opera,Lipsiae,B. G. Teubner,1886,https://catalog.hathitrust.org/Record/100320549,1886,195 p.,,,,Hathi Trust,Harvard University
204,https://catalog.hathitrust.org/Record/009787970,"70841 : Palladius, Rutilius Taurus Aemilianus","84174 : Schmitt, Johann Christoph",,,Opus agriculturae (82022),Palladii Rutilii Tauri Aemiliani viri inlustris Opus agriculturae,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/009787970,1898,269 p.,,,,Hathi Trust,Harvard University
247,https://catalog.hathitrust.org/Record/007026141,"70841 : Palladius, Rutilius Taurus Aemilianus","84174 : Schmitt, Johann Christoph",,,Opus agriculturae (82022),Agriculturae,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/007026141,1898,269 p.,,,,HathiTrust,Pennsylvania State University
327,https://catalog.hathitrust.org/Record/100619922,"70841 : Palladius, Rutilius Taurus Aemilianus","84174 : Schmitt, Johann Christoph",,,Opus agriculturae (82022),"Palladii Rvtilii Tavri Aemiliani viri inlvstris Opvs agricvltvrae, ex recensione J.C. Schmittii.",Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/100619922,1898,269 p.,,,,Hathi Trust,University of Minnesota
623,https://catalog.hathitrust.org/Record/100192641,"70841 : Palladius, Rutilius Taurus Aemilianus","84174 : Schmitt, Johann Christoph",,,Opus agriculturae (82022),Opus agriculturae ex recensione J. C. Schmittii.,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/100192641,1898,269 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Illinois at Urbana-Champaign
165,https://catalog.hathitrust.org/Record/100558232,"45342 : Porfyrius, P. Optatianus","84127 : Müller, Lucian, 1836-1898",,,Panegyricus Constantino (81270);Epigrammata (81268),Carmina,Lipsiae,in aedibus B. G. Teubneri,1877,https://catalog.hathitrust.org/Record/100558232,1877,76 p.,,,,HathiTrust,Harvard University
145,https://catalog.hathitrust.org/Record/100334015,"49542 : Claudianus, Claudius","89531 : Koch, Julius, 1866-",,,Panegyricus dictus Olybrio et Probino consulibus (81913);In Rufinum (81908);De bello Gildonico (81898);In Eutropium (81907);Fescennina dicta Honorio Augusto et Mariae (81905);Epithalamium dictum Honorio Augusto et Mariae (81904);Panegyricus dictus Honorio Augusto tertium consuli (81911);Panegyricus dictus Honorio Augusto quartum consuli (81909);Panegyricus dictus Mallio Theodoro consuli (81912);De consulatu Stilichonis (81900);Panegyricus dictus Honorio Augusto sextum consuli (81910);Bellum Geticum (81894);Carmina minora uel potius miscellanea (81896);De raptu Proserpinae (81903),Claudii Claudiani Carmina,Lipsiae,in aedibus B.G. Teubneri,1893,https://catalog.hathitrust.org/Record/100334015,1893,346 p.,,,,HathiTrust,Harvard University
146,https://catalog.hathitrust.org/Record/012289484,"49542 : Claudianus, Claudius","89531 : Koch, Julius, 1866-",,,Panegyricus dictus Olybrio et Probino consulibus (81913);In Rufinum (81908);De bello Gildonico (81898);In Eutropium (81907);Fescennina dicta Honorio Augusto et Mariae (81905);Epithalamium dictum Honorio Augusto et Mariae (81904);Panegyricus dictus Honorio Augusto tertium consuli (81911);Panegyricus dictus Honorio Augusto quartum consuli (81909);Panegyricus dictus Mallio Theodoro consuli (81912);De consulatu Stilichonis (81900);Panegyricus dictus Honorio Augusto sextum consuli (81910);Bellum Geticum (81894);Carmina minora uel potius miscellanea (81896);De raptu Proserpinae (81903),Claudii Claudiani Carmina,Leipsig,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/012289484,1893,346 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,Pennsylvania State University
164,https://catalog.hathitrust.org/Record/011821395,"49542 : Claudianus, Claudius","89531 : Koch, Julius, 1866-",,,Panegyricus dictus Olybrio et Probino consulibus (81913);In Rufinum (81908);De bello Gildonico (81898);In Eutropium (81907);Fescennina dicta Honorio Augusto et Mariae (81905);Epithalamium dictum Honorio Augusto et Mariae (81904);Panegyricus dictus Honorio Augusto tertium consuli (81911);Panegyricus dictus Honorio Augusto quartum consuli (81909);Panegyricus dictus Mallio Theodoro consuli (81912);De consulatu Stilichonis (81900);Panegyricus dictus Honorio Augusto sextum consuli (81910);Bellum Geticum (81894);Carmina minora uel potius miscellanea (81896);De raptu Proserpinae (81903),Carmina,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/011821395,1893,346 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Indiana University
640,https://catalog.hathitrust.org/Record/008910608,,"91816 : Harster, Wilhelm, 1846-1901",,,Passio Petri et Pauli metrica (91896);Vita S. Verenae Virginis (91897);Vita S. Erasmi (91898);Vita S. Agnetis (91899);Carmen de S. Quintino (91900);Vita S. Cassiani (91901);Passio S. Arnulfi (91902);Carmen de S. Lucia (91903);Vita S. Gisleni (91904),"Novem vitae sanctorum metricae. Ex codicibus monacensibus, parisiensibus, bruxellensi, hagensi, saec. IX-XII",Lipsiae,in aedibus B. G. Teubneri,1887,https://catalog.hathitrust.org/Record/008910608,1887,237 p.,,,,Hathi Trust,Princeton University
539,https://catalog.hathitrust.org/Record/001808928,"45254 : Livy;44929 : Obsequens, Julius","89699 : Rossbach, Otto, 1858-1931",,,Periochae Librorum A. U. C. (81188);A.U.C. Perioch. ex P.Oxy.668 (81185);Prodigiorum libri quae exstant (80792),"T. Livi Periochae omnium librorum, Fragmenta Oxyrhynchi reperta, Iulii Obsequentis Prodigiorum liber",Lipsiae,in aedibus B. G. Teubneri,1910,https://catalog.hathitrust.org/Record/001808928,1910,201 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
472,https://catalog.hathitrust.org/Record/100363564,89669 : Horatius Romanus,"89672 : Lehnerdt, Maximilian 1861-1945?",,,Porcaria (91908) ,"H. Porcaria, seu De coniuratione Stephani Porcarii carmen cum aliis eiusdem quae inveniri potuerunt carminibus",Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/100363564,1907,78 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
604,https://catalog.hathitrust.org/Record/012298546,"45385 : Silius Italicus, Tiberius Catius","91780 : Bauer, Ludwig, active 1883-1892",,,Punica (81411),Sili Italici Punica,Lipsiae,in aedibus B. G. Teubneri,1890,https://catalog.hathitrust.org/Record/012298546,1890,,2 v.,,,Hathi Trust,University of Illinois at Urbana-Champaign
273,https://catalog.hathitrust.org/Record/100151385,"45930 : Varro, Marcus Terentius","84108 : Keil, Heinrich, 1822-1894",,,Res Rusticae (81867),Rerum rusticarum libri tres,Lipsiae,B. G. Teubner,1899,https://catalog.hathitrust.org/Record/100151385,1899,173 p.,,,,Hathi Trust,Cornell University
286,https://catalog.hathitrust.org/Record/009775005,"45930 : Varro, Marcus Terentius","84108 : Keil, Heinrich, 1822-1894",,,Res Rusticae (81867),Rerum rusticarum libri tres,Lipsiae,in aedibus B. G. Teubneri,1889,https://catalog.hathitrust.org/Record/009775005,1889,173 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Virginia
651,https://catalog.hathitrust.org/Record/008412332,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,,Rhetorica ad Herennium (dub.) (80988);Epistulae ad Brutum (80942);Epistulae ad Atticum (80941);Epistula ad Octavianum (dub.) (80940);Epistulae ad Familiares (80943);Epistulae ad Quintum Fratrem (80944);De Officiis (80934);Cato Maior de Senectute (80922);Laelius de Amicitia (80955);Paradoxa Stoicorum (80960);Timaeus (80989);incertorum librorum fragmenta (80954),Marci Tullii Ciceronis scripta quae manserunt omnia,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/008412332,1893,,10 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Columbia University
258,https://catalog.hathitrust.org/Record/001809374,45323 : Persius,"84094 : Hermann, Karl Friedrich, 1804-1855",,,Saturae (81226),A. Persii flacci Satirarum liber,Lipsiae,sumptibus et typis B. G. Teubneri,1879,https://catalog.hathitrust.org/Record/001809374,1879,21 p.,,,,HathiTrust,University of Michigan
259,https://catalog.hathitrust.org/Record/001809373,45323 : Persius,"84094 : Hermann, Karl Friedrich, 1804-1855",,,Saturae (81226),A. Persii Flacci Satirarüm liber,Lipsiae,sumptibus et typis B. G. Teubneri,1872,https://catalog.hathitrust.org/Record/001809373,1872,21 p.,,,,HathiTrust,University of Michigan
260,https://catalog.hathitrust.org/Record/100388066,45323 : Persius,"84094 : Hermann, Karl Friedrich, 1804-1855",,,Saturae (81226),A. Persii flacci Satirarum liber,Lipsiae,sumptibus et typis B. G. Teubneri,1881,https://catalog.hathitrust.org/Record/100388066,1881,21 p.,,,,HathiTrust,Harvard University
430,https://catalog.hathitrust.org/Record/100629845,45323 : Persius,"84094 : Hermann, Karl Friedrich, 1804-1855",,,Saturae (81226),A. Persii flacci Satirarum liber,Lipsiae,sumptibus et typis B. G. Teubneri,1865,https://catalog.hathitrust.org/Record/100629845,1865,21 p.,,,,HathiTrust,University of Illinois at Urbana-Champaign
308,https://catalog.hathitrust.org/Record/001220994,"89763 : Helenius Acro, active 2nd century","91834 : Keller, Otto, 1838-1927",,,Scholia in Horatium Pseudacroniana (dub.) (84239);Expositio in Carmina (dub.) (82105);Expositio et scholia in Epodon librum (dub.) (82103);Scholia in Sermones (dub.) (82109);Scholia in Epistulas (dub.) (82108);Expositio in Carmen Saeculare (dub.) (82104);Scholia in De Arte Poetica (dub.) (82107),Pseudacronis scholia in Horatium vetustiora,Lipsiae,B. G. Teubner,1902,https://catalog.hathitrust.org/Record/001220994,1902,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
272,https://catalog.hathitrust.org/Record/100479812,,"91877 : Schlee, Friedrich, 1854-1913",,,Scholia in Terentium (84375),Scholia Terentiana.,Lipsiae,B. G. Teubner,1893,https://catalog.hathitrust.org/Record/100479812,1893,184 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
598,https://catalog.hathitrust.org/Record/008910454,"90383 : Vopiscus, Flavius;90382 : Spartianus, Aelius;90381 : Capitolinus, Juliu$","91862 : Peter, Hermann, 1837-1914",,,Scriptores Historiae Augustae (71002);Aelii Spartiani De Vita Hadriani (dub.) (84144);Aelii Spartiani Aelius (dub.) (84145);Iuli Capitolini Antoninus Pius (dub.) (84146);Vita Marci Antonini Philosophi Iuli Capitolini (dub.) (84147);Iuli Capitolini Verus (dub.) (84148);Avidius Cassius Vulcacii Gallicani V.C. (dub.) (84149);Commodus Antoninus Aeli Lampridi (dub.) (84150);Helvius Pertinax Iuli Capitolini (dub.) (84151);Didius Iulianus Aeli Spartiani (dub.) (84152);Aeli Spartiani Severus (dub.) (84153);Pescennius Niger Aeli Spartiani (dub.) (84154);Vita Clodii Albini Iulii Capitolini (dub.) (84155);Antoninus Caracallus Aeli Spartiani (dub.) (84156);Antoninus Geta Aeli Spartiani (dub.) (84157);Opilius Macrinus Iuli Capitolini (dub.) (84158);Diadumenus Antoninus Aelii Lampridii (dub.) (84159);Aeli Lampridii Antoninus Heliogabalus (dub.) (84160);Alexander Severus Aeli Lampridii (dub.) (84161);Maximini Duo Iuli Capitolini (dub.) (84162);Gordiani Tres Iuli Capitolini (dub.) (84163);Maximus Et Balbinus Iuli Capitolini (dub.) (84164);Trebelli Pollionis Valeriani Duo (dub.) (84165);Trebelli Pollionis Gallieni Duo (84166);Trebelli Pollionis Tyranni Triginta (dub.) (84167);Trebelli Pollionis Divus Claudius (dub.) (84168);Flavi Vopisci Syracusii Divus Aurelianus (dub.) (84169);Flavi Vopisci Syracusii Tacitus (dub.) (84170);Flavi Vopisci Syracusii Probus (dub.) (84171);Flavi Vopisci Syracusii Quadrigae Tyrannorum (dub.) (84172);Flavi Vopisci Syracusii Carus Et Carinus Et Numerianus (dub.) (84173),Scriptores historiae Augustae,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/008910454,1884,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
600,https://catalog.hathitrust.org/Record/007964410,"90383 : Vopiscus, Flavius;90382 : Spartianus, Aelius;90381 : Capitolinus, Juliu$","91862 : Peter, Hermann, 1837-1914",,,Scriptores Historiae Augustae (71002);Aelii Spartiani De Vita Hadriani (dub.) (84144);Aelii Spartiani Aelius (dub.) (84145);Iuli Capitolini Antoninus Pius (dub.) (84146);Vita Marci Antonini Philosophi Iuli Capitolini (dub.) (84147);Iuli Capitolini Verus (dub.) (84148);Avidius Cassius Vulcacii Gallicani V.C. (dub.) (84149);Commodus Antoninus Aeli Lampridi (dub.) (84150);Helvius Pertinax Iuli Capitolini (dub.) (84151);Didius Iulianus Aeli Spartiani (dub.) (84152);Aeli Spartiani Severus (dub.) (84153);Pescennius Niger Aeli Spartiani (dub.) (84154);Vita Clodii Albini Iulii Capitolini (dub.) (84155);Antoninus Caracallus Aeli Spartiani (dub.) (84156);Antoninus Geta Aeli Spartiani (dub.) (84157);Opilius Macrinus Iuli Capitolini (dub.) (84158);Diadumenus Antoninus Aelii Lampridii (dub.) (84159);Aeli Lampridii Antoninus Heliogabalus (dub.) (84160);Alexander Severus Aeli Lampridii (dub.) (84161);Maximini Duo Iuli Capitolini (dub.) (84162);Gordiani Tres Iuli Capitolini (dub.) (84163);Maximus Et Balbinus Iuli Capitolini (dub.) (84164);Trebelli Pollionis Valeriani Duo (dub.) (84165);Trebelli Pollionis Gallieni Duo (84166);Trebelli Pollionis Tyranni Triginta (dub.) (84167);Trebelli Pollionis Divus Claudius (dub.) (84168);Flavi Vopisci Syracusii Divus Aurelianus (dub.) (84169);Flavi Vopisci Syracusii Tacitus (dub.) (84170);Flavi Vopisci Syracusii Probus (dub.) (84171);Flavi Vopisci Syracusii Quadrigae Tyrannorum (dub.) (84172);Flavi Vopisci Syracusii Carus Et Carinus Et Numerianus (dub.) (84173),Scriptores historiae Augustae,Lipsiae,B. G. Teubner,1884,https://catalog.hathitrust.org/Record/007964410,1884,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Wisconsin - Madison
315,https://catalog.hathitrust.org/Record/001809665,"45233 : Publilius, Syrus","84190 : Wölfflin, Eduard von, 1831-1908",,,Sententiae (81184),Publilii Syri Sententiae.,Lipsiae,in aedibus B. G. Teubneri,1869,https://catalog.hathitrust.org/Record/001809665,1869,164 p.,,,,Hathi Trust,University of Michigan
162,https://catalog.hathitrust.org/Record/001808612,45165 : Horace,"84127 : Müller, Lucian, 1836-1898",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horati Flacci Carmina,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/001808612,1898,303 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,University of Michigan
166,https://catalog.hathitrust.org/Record/100151349,45165 : Horace,"84186 : Vollmer, Friedrich, 1867-1923",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horati Flacci Carmina,Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/100151349,1907,390 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana. [S.R.],HathiTrust,Cornell University
167,https://catalog.hathitrust.org/Record/100151350,45165 : Horace,"84186 : Vollmer, Friedrich, 1867-1923",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horati Flacci Carmina,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/100151350,1908,275 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. [S.r.],HathiTrust,Cornell University
168,https://catalog.hathitrust.org/Record/011665083,45165 : Horace,"84127 : Müller, Lucian, 1836-1898",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horati Flacci Carmina,Lipsiae,in aedibus B. G. Teubneri,1897,https://catalog.hathitrust.org/Record/011665083,1897,303 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,Cornell University
296,https://catalog.hathitrust.org/Record/011542491,45165 : Horace,"91878 : Schmid, Theodor, 1798-1877;Jahn, Johann Christian",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horatii Flacci Opera omnia,Lipsiae,sumptibus et typis B. G. Teubneri,1859,https://catalog.hathitrust.org/Record/011542491,1859,324 p.,,,,Hathi Trust,Harvard University
298,https://catalog.hathitrust.org/Record/007027486,45165 : Horace,"84186 : Vollmer, Friedrich, 1867-1923",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horati Flacci Carmina,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/007027486,1908,275 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
299,https://catalog.hathitrust.org/Record/100794629,45165 : Horace,"84127 : Müller, Lucian, 1836-1898",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horatii Flacci Carmina,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/100794629,1893,295 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of California
300,https://catalog.hathitrust.org/Record/100739690,45165 : Horace,"91830 : Jahn, Johann Christian, 1797-1847",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horatii Flacci Opera omnia,Lipsiae,sumptibus et typis B. G. Teubneri,1850,https://catalog.hathitrust.org/Record/100739690,1850,262 p.,,,Bibliotheca scriptorum Graecorum et Romanrum Teubneriana,Hathi Trust,University of Chicago
301,https://catalog.hathitrust.org/Record/100558190,45165 : Horace,"89601 : Holder, Alfred, 1840-1916;Keller, Otto, 1838-1927",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horati Flacci opera,Lipsiae,B. G. Teubner,1878,https://catalog.hathitrust.org/Record/100558190,1878,252 p.,,,,Hathi Trust,Harvard University
303,https://catalog.hathitrust.org/Record/011560083,45165 : Horace,"84127 : Müller, Lucian, 1836-1898",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q.Horatii Flaci Carmina,Lipsiae,in aedibus B. G. Teubneri,1870,https://catalog.hathitrust.org/Record/011560083,1870,279 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
306,https://catalog.hathitrust.org/Record/100629568,45165 : Horace,"84186 : Vollmer, Friedrich, 1867-1923",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horati Flacci Carmina,Lipsiae,B. G. Teubneri,1913,https://catalog.hathitrust.org/Record/100629568,1913,288 p.,,,,Hathi Trust,University of Illinois at Urbana-Champaign
