,Index,DLL Author,DLL Editors,Same or Different?,DLL Works Rachel,DLL Works SJH,Title,Place,Publisher,Date,Archive,Library Catalog,,,,,,
490,https://catalog.hathitrust.org/Record/100458322,70689 : Favonius Eulogius,"89601 : Holder, Alfred, 1840-1916",,,Disputatio de somnio Scipionis (81962),Favonii Eulogii Disputatio de Somnio Scipionis,Lipsiae,in aedibus B. G. Teubneri,1901,https://catalog.hathitrust.org/Record/100458322,1901,47 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Columbia University
172,https://catalog.hathitrust.org/Record/100388111,"45338 : Pliny, the Elder","89546 : Beck, J. W. (Jan Wibertus)",,,Dubius Sermo (81262),C.Plinii Secundi Librorum dubii sermonis VIII reliquiae,Lipsiae,in aedibus B. G. Teubneri,1894,https://catalog.hathitrust.org/Record/100388111,1894,96 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. [Scriptores romani],HathiTrust,Harvard University
200,https://catalog.hathitrust.org/Record/007027548,45429 : Virgil,"91713 : Ribbeck, Otto, 1827-1898",,,Eclogae (81530);Georgica (81531),P. Vergili Maronis Bucolica et Georgica in usum scholarum recognovit Otto Ribbeck.,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/007027548,1884,85 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Pennsylvania State University
207,https://catalog.hathitrust.org/Record/012292861,45429 : Virgil,"91813 : Güthling, Otto, 1853-1931",,,Eclogae (81530);Georgica (81531),P. Vergili Maronis Bucolica Georgica,Lipsiae,in aedibus B. G. Teubneri,1901,https://catalog.hathitrust.org/Record/012292861,1901,89 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Pennsylvania State University
502,https://catalog.hathitrust.org/Record/008882270,"45347 : Propertius, Sextus","84127 : Müller, Lucian, 1836-1898",,,Elegiae (81281),Sex. Propertii Elegiae,Lipsiae,B. G. Teubner,1894,https://catalog.hathitrust.org/Record/008882270,1894,138 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Princeton University
601,https://catalog.hathitrust.org/Record/001809600,"45347 : Propertius, Sextus","84097 : Hosius, Carl, 1866-1937",,,Elegiae (81281),Sex. Propertii Elegiarum libri IV,Lipsiae,in aedibus B. G. Teubneri,1911,https://catalog.hathitrust.org/Record/001809600,1911,190 p.,,,,Hathi Trust,University of California
246,https://catalog.hathitrust.org/Record/100686092,45417 : Tibullus,"84127 : Müller, Lucian, 1836-1898",,,Elegiae (81517),Albii Tibulli libri quattuor,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/100686092,1884,64 p.,,,,HathiTrust,University of Minnesota
444,https://catalog.hathitrust.org/Record/100836055,45417 : Tibullus,"84127 : Müller, Lucian, 1836-1898",,,Elegiae (81517),Albii Tibulli libri quattuor,Lipsiae,in aedibus B. G. Teubneri,1880,https://catalog.hathitrust.org/Record/100836055,1880,64 p.,,,,HathiTrust,University of Iowa
445,https://catalog.hathitrust.org/Record/100739867,45417 : Tibullus,"84127 : Müller, Lucian, 1836-1898",,,Elegiae (81517),Albii Tibulli libri quattuor,Lipsiae,in aedibus B. G. Teubneri,1904,https://catalog.hathitrust.org/Record/100739867,1904,64 p.,,,,HathiTrust,University of Chicago
446,https://catalog.hathitrust.org/Record/001810277,45417 : Tibullus,"84141 : Rossbach, August, 1823-1898",,,Elegiae (81517),Albii Tibulli libri quattuor,Lipsiae,sumptibus et typis B. G. Teubneri,1866,https://catalog.hathitrust.org/Record/001810277,1866,57 p.,,,,HathiTrust,University of Michigan
447,https://catalog.hathitrust.org/Record/006792461,45417 : Tibullus,"84127 : Müller, Lucian, 1836-1898",,,Elegiae (81517),Albii Tibulli libri quattuor,Lipsiae,in aedibus B.G. Teubneri,1919,https://catalog.hathitrust.org/Record/006792461,1919,64 p.,,,,HathiTrust,Indiana University
557,https://catalog.hathitrust.org/Record/100391311,45417 : Tibullus,"84127 : Müller, Lucian, 1836-1898",,,Elegiae (81517),Tibulli libri quattuor,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/100391311,1884,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
500,https://catalog.hathitrust.org/Record/001809180,45037 : Martial,"84175 : Schneidewin, Friedrich Wilhelm, 1810-1856",,,Epigrammata (80993),M. Val. Martialis Epigrammaton libri,Lipsiae,Sumptibus et typis B. G. Teubneri,1853,https://catalog.hathitrust.org/Record/001809180,1853,379 p.,,,,Hathi Trust,Harvard University
523,https://catalog.hathitrust.org/Record/012445046,45037 : Martial,"91810 : Gilbert, Walther, 1851- ",,,Epigrammata (80993),M. Valerii Martialis Epigrammaton libri,Lipisiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/012445046,1896,407 p.,,,,Hathi Trust,Cornell University
524,https://catalog.hathitrust.org/Record/100644170,45037 : Martial,"91810 : Gilbert, Walther, 1851-",,,Epigrammata (80993),M. Valerii Martialis Epigrammaton libri,Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/100644170,1907,407 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Iowa
525,https://catalog.hathitrust.org/Record/006792405,45037 : Martial,"91810 : Gilbert, Walther, 1851-",,,Epigrammata (80993),M. Valerii Martialis Epigrammaton libri,Lipsiae,in aedibus B. G. Teubneri,1901,https://catalog.hathitrust.org/Record/006792405,1901,407 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Indiana University
526,https://catalog.hathitrust.org/Record/009775025,45037 : Martial,"91810 : Gilbert, Walther, 1851-",,,Epigrammata (80993),M. Valerii Martialis Epigrammaton libri,Lipsiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/009775025,1896,407 p.,,,,Hathi Trust,Harvard University
527,https://catalog.hathitrust.org/Record/011742582,45037 : Martial,"91810 : Gilbert, Walther, 1851-",,,Epigrammata (80993),M. Valerii Martialis Epigrammaton libri,Lipsiae,B. G. Teubner,1886,https://catalog.hathitrust.org/Record/011742582,1886,407 p.,,,,Hathi Trust,Cornell University
528,https://catalog.hathitrust.org/Record/011536180,45037 : Martial,"84175 : Schneidewin, Friedrich Wilhelm, 1810-1856",,,Epigrammata (80993),M. Val. Martialis Epigrammaton libri,Lipsiae,sumptibus et typis B. G. Teubneri,1861,https://catalog.hathitrust.org/Record/011536180,1861,379 p.,,,,Hathi Trust,Harvard University
529,https://catalog.hathitrust.org/Record/101745757,45037 : Martial,"84175 : Schneidewin, Friedrich Wilhelm, 1810-1856",,,Epigrammata (80993),M. Val. Martialis Epigrammaton libri,Lipsiae,sumptibus et typis B. G. Teubneri,1853,https://catalog.hathitrust.org/Record/101745757,1853,379 p.,,,,Hathi Trust,University of Illinois at Urbana-Champaign
530,https://catalog.hathitrust.org/Record/100346337,45037 : Martial,"84175 : Schneidewin, Friedrich Wilhelm, 1810-1856",,,Epigrammata (80993),M. Val. Martialis Epigrammaton libri,Lipsiae,sumptibus et typis B. G. Teubneri,1876,https://catalog.hathitrust.org/Record/100346337,1876,379 p.,,,,Hathi Trust,Harvard University
414,https://catalog.hathitrust.org/Record/011545332,"45337 : Pliny, the Younger","84108 : Keil, Heinrich, 1822-1894",,,Epistulae (81259);Epistulae ad Traianum (90862);Panegyricus (81260),"C. Plini Caecili Secundi Epistularum libri novem, Epistularum ad Traianum liber, Panegyricus",Lipsaie,sumptibus et typis B. G. Teubneri,1853,https://catalog.hathitrust.org/Record/011545332,1853,314 p.,,,,HathiTrust,Harvard University
415,https://catalog.hathitrust.org/Record/001227276,"45337 : Pliny, the Younger","84105 : Kukula, R. C. (Richard Cornelius), 1862-1919",,,Epistulae (81259);Epistulae ad Traianum (90862);Panegyricus (81260),"C. Plini Caecili Secundi Epistularum libri novem, Epistularum ad Traianum liber, Panegyricus",Lipsiae,in aedibus B. G. Teubneri,1912,https://catalog.hathitrust.org/Record/001227276,1912,426 p.,,,,HathiTrust,University of California
417,https://catalog.hathitrust.org/Record/009787391,"45337 : Pliny, the Younger","84108 : Keil, Heinrich, 1822-1894",,,Epistulae (81259);Epistulae ad Traianum (90862);Panegyricus (81260),"C. Plini Caecili Secundi Epistolarum libri novem, Epistolarum ad Traianum liber, Panegyricus",Lipsiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/009787391,1896,314 p.,,,,HathiTrust,University of Virginia
418,https://catalog.hathitrust.org/Record/007026143,"45337 : Pliny, the Younger","84105 : Kukula, R. C. (Richard Cornelius), 1862-1919",,,Epistulae (81259);Epistulae ad Traianum (90862);Panegyricus (81260),C. Plini Caecili Epistularum libri novem. Epistularum ad Traianum liber. Panegyricus,Lipsiae,in aedibus B.G. Teubneri,1908,https://catalog.hathitrust.org/Record/007026143,1908,415 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,Pennsylvania State University
203,https://catalog.hathitrust.org/Record/010551069,"89380 : Manuzio, Paolo, 1512-1574","89679 : Fickelscherer, Martin",,,Epistulae (91395),Pauli Manutii Epistulae selectae,Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/010551069,1892,176 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Indiana University
498,https://catalog.hathitrust.org/Record/100386767,"89380 : Manuzio, Paolo, 1512-1574","89679 : Fickelscherer, Martin",,,Epistulae (91395),Epistulae selectae,Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/100386767,1892,176 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Harvard University
489,https://catalog.hathitrust.org/Record/100192645,"45428 : Vegetius Renatus, Flavius","89607 : Lang, Carl, 1841-",,,Epitoma rei militaris (81528),Flavi Vegeti Renati Epitoma rei militaris,Lipsiae,in aedibus B. G. Teubneri,1885,https://catalog.hathitrust.org/Record/100192645,1885,255 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. [S.r.],Hathi Trust,Harvard University
292,https://catalog.hathitrust.org/Record/100345114,,"91824 : Hildebrandt, Paul, 18..-19..",,,Excerpta Bobiensia ad Actio in Verrem (91113);Scholia Bobiensia Pro Sulla (91148);;Scholia Bobiensia in Clodium et Curionem (91141);Scholia Bobiensia de Rege Alexandrino (91140);Scholia Bobiensia Pro Flacco (91144);Scholia Bobiensia Cum Senatu Gratis (91138);Scholia Bobiensia Cum Populo Gratis (91137);Scholia Bobiensia Pro Milone (91145);Scholia Bobiensia Pro Sestio (91147);Scholia Bobiensia in Vatinium (91142);Scholia Bobiensia Pro Plancio (91146);Scholia Bobiensia de Aere Alieno Milonis (91139),Scholia in Ciceronis Orationes Bobiensia.,Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/100345114,1907,308 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
195,https://catalog.hathitrust.org/Record/001809445,45884 : Phaedrus,"84127 : Müller, Lucian, 1836-1898",,,Fabulae Aesopiae (81796),Phaedri Augusti liberti fabulae Aesopiae,Lipsiae,B. G. Teubneri,1890,https://catalog.hathitrust.org/Record/001809445,1890,66 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
198,https://catalog.hathitrust.org/Record/008910835,45884 : Phaedrus,"84127 : Müller, Lucian, 1836-1898",,,Fabulae Aesopiae (81796),Phaedri Augusti liberti fabulae Aesopiae,Lipsiae,B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/008910835,1898,66 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Princeton University
205,https://catalog.hathitrust.org/Record/101835078,45884 : Phaedrus,"84127 : Müller, Lucian, 1836-1898",,,Fabulae Aesopiae (81796),Phaedri Augusti liberti Fabulae Aesopiae,Lipsiae,in aedibus B. G. Teubneri,1909,https://catalog.hathitrust.org/Record/101835078,1909,66 p.,,,,Hathi Trust,University of California
210,https://catalog.hathitrust.org/Record/101975016,45884 : Phaedrus,"84127 : Müller, Lucian, 1836-1898",,,Fabulae Aesopiae (81796),Phaedri Augusti liberti Fabulae Aesopiae,Lipsiae,in aedibus B. G. Teubneri,1913,https://catalog.hathitrust.org/Record/101975016,1913,66 p.,,,,Hathi Trust,University of Virginia
212,https://catalog.hathitrust.org/Record/009021030,45884 : Phaedrus,"84127 : Müller, Lucian, 1836-1898",,,Fabulae Aesopiae (81796),Phaedri Augusti liberti fabulae Aesopiae,Lipsiae,in aedibus B. G. Teubneri,1876,https://catalog.hathitrust.org/Record/009021030,1876,66 p.,,,,Hathi Trust,Princeton University
492,https://catalog.hathitrust.org/Record/100668892,"45927 : Valerius Maximus;44908 : Nepotianus, Januarius;44930 : Paris, Julius","89560 : Halm, Karl, 1809-1882",,,Facta et Dicta Memorabilia (81849);Iulii Valerii Epitome (80793);Epitoma librorum Valerii Maximi (80776),Valeri Maximi Factorum et dictorum memorabilium libri novem: Iulii Paridis et Ianuarii Nepotiani epitomis adiectis,Lipsiae,in aedibus Teubnerianis,1865,https://catalog.hathitrust.org/Record/100668892,1865,554 p.,,,,HathiTrust,University of Minnesota
493,https://catalog.hathitrust.org/Record/011665092,"45927 : Valerius Maximus;44908 : Nepotianus, Januarius;44930 : Paris, Julius","89675: Schullian, Dorothy M. (Dorothy May), 1906-1989;84102 : Kempf, Carolus, 1819-1894",,,Facta et Dicta Memorabilia (81849);Iulii Valerii Epitome (80793);Epitoma librorum Valerii Maximi (80776),"Valerii Maximi Factorum et dictorum memorabilium libri novem, cum Iulii Paridis et Ianuarii Nepotiani epitomis",Lipsiae,B. G. Teubner,1888,https://catalog.hathitrust.org/Record/011665092,1888,672 p.,,,,HathiTrust,Cornell University
565,https://catalog.hathitrust.org/Record/009274468,"45927 : Valerius Maximus;44908 : Nepotianus, Januarius;44930 : Paris, Julius","89560 : Halm, Karl, 1809-1882",,,Facta et Dicta Memorabilia (81849);Iulii Valerii Epitome (80793);Epitoma librorum Valerii Maximi (80776),Valeri Maximi Factorum et dictorum memorabilium libri novem: Iulii Paridis et Ianuarii Nepotiani epitomis adiectis,Lipsiae,in aedibus Teubnerianis,1865,https://catalog.hathitrust.org/Record/009274468,1865,544 p.,,,,Hathi Trust,Universidad Complutense de Madrid
566,https://catalog.hathitrust.org/Record/100319672,"45927 : Valerius Maximus;44908 : Nepotianus, Januarius;44930 : Paris, Julius","84102 : Kempf, Carolus, 1819-1894",,,Facta et Dicta Memorabilia (81849);Iulii Valerii Epitome (80793);Epitoma librorum Valerii Maximi (80776),"Valerii Maximi Factorum et dictorum memorabilium libri novem, cum Iulii Paridis et Ianuarii Nepotiani epitomis",Lipsiae,in aedibus B. G. Teubneri,1888,https://catalog.hathitrust.org/Record/100319672,1888,672 p.,,,,HathiTrust,Harvard University
567,https://catalog.hathitrust.org/Record/100164125,"45927 : Valerius Maximus;44908 : Nepotianus, Januarius;44930 : Paris, Julius","84102 : Kempf, Carolus, 1819-1894",,,Facta et Dicta Memorabilia (81849);Iulii Valerii Epitome (80793);Epitoma librorum Valerii Maximi (80776),"Valerii Maximi Factorum et dictorum memorabilium libri novem, cum Iulii Paridis et Ianuarii Nepotiani epitomis",Lipsiae,B. G. Teubneri,1888,https://catalog.hathitrust.org/Record/100164125,1888,554 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,The Ohio State University
491,https://catalog.hathitrust.org/Record/100682275,"45112 : Ovid, 43 B.C.-17 A.D. or 18 A.D.","89684 : Merkel, Rudolf, 1811-1885",,,Fasti (81136),Fastorum libri VI: ex iterata R. Merkelii recognitione,Lipsiae,in aedibus B. G. Teubneri,1901,https://catalog.hathitrust.org/Record/100682275,1901,,,,,HathiTrust,University of Minnesota
617,https://catalog.hathitrust.org/Record/100739979,"45112 : Ovid, 43 B.C.-17 A.D. or 18 A.D.","89684 : Merkel, Rudolf, 1811-1885",,,Fasti (81136),P. Ovidii Nasonis Fastorum libri VI,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/100739979,1908,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Chicago
488,https://catalog.hathitrust.org/Record/011549444,,"91838 : Krueger, Paul, 1840-1926",,,Fragmenta de iure fisci (Anonymi Fragmenta de Iure Fisci) (87457),Fragmentum de jure fisci.,Lipsiae,in aedibus B. G. Teubneri,1868,https://catalog.hathitrust.org/Record/011549444,1868,22 p.,,,,Hathi Trust,Harvard University
559,https://catalog.hathitrust.org/Record/011529978,"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89698 : Richter, Gustav, 1838-1904;84134 : Peiper, Rudolf, 1834-1898",,,Hercules Furens (81580);Thyestes (81588);Oedipus (81585);Phoenissae (81587);Phaedra (81586);Troades (81589);Medea (81582);Agamemnon (81572);Hercules Oetaeus (81581);Octavia (dub.) (81584),"Tragoediae, accedunt incertae originis tragoediae tres",Lipsiae,in aedibus B. G. Teubneri,1867,https://catalog.hathitrust.org/Record/011529978,1867,592 p.,,,,Hathi Trust,Harvard University
560,https://catalog.hathitrust.org/Record/012202875,"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89698 : Richter, Gustav, 1838-1904;84134 : Peiper, Rudolf, 1834-1898",,,Hercules Furens (81580);Thyestes (81588);Oedipus (81585);Phoenissae (81587);Phaedra (81586);Troades (81589);Medea (81582);Agamemnon (81572);Hercules Oetaeus (81581);Octavia (dub.) (81584),"Tragoediae, accedunt incertae originis tragoediae tres",Lipsiae,in aedibus B. G. Teubneri,1867,https://catalog.hathitrust.org/Record/012202875,1867,592 p.,,,,Hathi Trust,Cornell University
40,https://catalog.hathitrust.org/Record/001810350,45932 : Velleius Paterculus,"89461 : Haase, Friedrich, 1808-1867",,,Historia Romana (81870),M. Vellei Paterculi ex Historiae Romanae ...,Lipsiae,B. G. Teubner,1884,https://catalog.hathitrust.org/Record/001810350,1884,124 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
174,https://catalog.hathitrust.org/Record/001810351,45932 : Velleius Paterculus,"89560 : Halm, Karl, 1809-1882",,,Historia Romana (81870),C. Vellei Paterculi ex Historiae Romanae libris duobus quae supersunt,Lipsiae,in aedibus Teubnerianis,1876,https://catalog.hathitrust.org/Record/001810351,1876,170 p.,,,,HathiTrust,University of Illinois at Urbana-Champaign
175,https://catalog.hathitrust.org/Record/100781548,45932 : Velleius Paterculus,"89560 : Halm, Karl, 1809-1882",,,Historia Romana (81870),C. Vellei Paterculi ex Historiae Romanae libris duobus quae supersunt,Lipsiae,in aedibus B. G. Teubneri,1909,https://catalog.hathitrust.org/Record/100781548,1909,170 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,University of Iowa
